EnsemblID,GeneSym,baseMean,log2FoldChange,lfcSE,WaldStat,pvalue,padj
ENSG00000005471.11,ABCB4,13.43726417,-0.164994355,0.276820226,-0.596034317,0.551152301,NA
ENSG00000005483.15,KMT2E,7357.291867,-0.330704784,0.198476224,-1.666218642,0.095669874,0.291991743
ENSG00000005486.12,RHBDD2,314.8654371,-0.095293376,0.419466813,-0.227177391,0.820285808,0.922350899
ENSG00000005513.9,SOX8,16.4872207,-0.119754093,0.29044261,-0.412315853,0.68010793,NA
ENSG00000005700.10,IBTK,2143.345109,0.428914636,0.196576532,2.181921878,0.029115299,0.142707216
ENSG00000005801.12,ZNF195,899.1545426,-0.36644645,0.208864107,-1.754473064,0.079349482,0.261273875
ENSG00000005810.13,MYCBP2,15135.42833,0.121828658,0.131470862,0.926659001,0.354103611,0.610848878
ENSG00000005812.6,FBXL3,2036.6924,-0.559564434,0.222428727,-2.515702182,0.011879552,0.081650972
ENSG00000005844.13,ITGAL,2849.124253,-0.552656261,0.249594488,-2.214216613,0.026813882,0.135627013
ENSG00000005882.7,PDK2,818.6494877,0.693627846,0.298695143,2.322193255,0.020222532,0.113321259
ENSG00000005884.13,ITGA3,254.7768399,0.421347348,0.387700195,1.086786526,0.277131164,0.538758093
ENSG00000005889.11,ZFX,3546.357781,0.082016109,0.1482932,0.553067225,0.580217379,0.787876542
ENSG00000005893.11,LAMP2,2748.746357,-0.063158964,0.182761446,-0.345581442,0.729657295,0.876372492
ENSG00000005955.8,GGNBP2,1868.313605,-0.476907632,0.232953703,-2.047220652,0.040636425,0.176266115
ENSG00000005961.13,ITGA2B,2004.572297,0.855855382,0.264816205,3.231884474,0.001229768,0.018137915
ENSG00000005981.8,ASB4,0,NA,NA,NA,NA,NA
ENSG00000006007.7,GDE1,1112.494706,-0.441144195,0.198558736,-2.221731485,0.026301457,0.134189945
ENSG00000006015.13,C19orf60,514.0299838,-0.140837053,0.307897995,-0.45741465,0.647373036,0.826093627
ENSG00000006016.6,CRLF1,19.34030441,-0.139572119,0.368795166,-0.378454307,0.705093131,NA
ENSG00000006025.7,OSBPL7,761.5484783,0.02023761,0.231570473,0.087392876,0.930359232,0.971758677
ENSG00000006042.7,TMEM98,682.8468639,0.213457161,0.329012435,0.648781441,0.516479655,0.742202732
ENSG00000006047.8,YBX2,12.81372023,0.126547749,0.277495798,0.456034829,0.648364933,NA
ENSG00000006059.3,KRT33A,0,NA,NA,NA,NA,NA
ENSG00000006062.9,MAP3K14,1147.380126,-0.374033501,0.229418589,-1.630353944,0.103026713,0.305638632
ENSG00000006071.7,ABCC8,0,NA,NA,NA,NA,NA
ENSG00000006074.4,CCL18,0,NA,NA,NA,NA,NA
ENSG00000006075.11,CCL3,2.960279962,0.276526069,0.252038676,1.09715728,0.272572644,NA
ENSG00000006114.11,SYNRG,2482.741279,0.925538051,0.232397456,3.982565337,6.82E-05,0.002601953
ENSG00000006116.3,CACNG3,0.048484269,-0.089658237,0.215023464,-0.416969551,0.67670068,NA
ENSG00000006118.10,TMEM132A,0,NA,NA,NA,NA,NA
ENSG00000006125.12,AP2B1,8070.598593,-0.163628565,0.126349397,-1.295048247,0.195303586,0.445698633
ENSG00000006128.7,TAC1,0,NA,NA,NA,NA,NA
ENSG00000006194.6,ZNF263,2297.427092,-0.030865015,0.160169339,-0.192702393,0.847192049,0.93664401
ENSG00000006210.6,CX3CL1,3.654015939,-0.278055976,0.252423252,-1.101546605,0.270658832,NA
ENSG00000006282.15,SPATA20,1215.955436,0.107197834,0.257955004,0.415567956,0.677726179,0.845682565
ENSG00000006283.13,CACNA1G,5.499271124,0.06122643,0.253236321,0.241775862,NA,NA
ENSG00000006327.9,TNFRSF12A,53.46293197,-0.620142267,0.372187391,-1.666209771,NA,NA
ENSG00000006377.9,DLX6,0,NA,NA,NA,NA,NA
ENSG00000006432.11,MAP3K9,471.6244114,-0.697375854,0.368076039,-1.894651593,0.058138575,0.217996474
ENSG00000006451.3,RALA,1374.940176,0.460613119,0.238267633,1.933175368,0.053214598,0.206789289
ENSG00000006453.9,BAIAP2L1,14.19917709,0.078773476,0.309930836,0.254164694,0.799368325,NA
ENSG00000006459.6,JHDM1D,605.1786471,-0.499469741,0.304411144,-1.640773507,0.10084444,0.301793134
ENSG00000006468.9,ETV1,41.04936294,-0.031780729,0.35424048,-0.089715126,0.928513596,NA
ENSG00000006530.11,AGK,1043.987175,0.048108128,0.232182685,0.207199464,0.835854086,0.930278204
ENSG00000006534.11,ALDH3B1,708.0335961,0.763739703,0.340156218,2.245261624,0.024751342,0.128971814
ENSG00000006555.6,TTC22,276.2480908,0.698832583,0.416435648,1.678128631,0.09332199,0.287699973
ENSG00000006576.12,PHTF2,679.2885355,-0.604563025,0.286213831,-2.112277461,0.034662658,0.159350623
ENSG00000006606.4,CCL26,0,NA,NA,NA,NA,NA
ENSG00000006607.9,FARP2,971.7894386,0.094041403,0.238635017,0.394080483,0.69352162,0.854902123
ENSG00000006611.11,USH1C,0,NA,NA,NA,NA,NA
ENSG00000006625.13,GGCT,531.2425151,0.816022106,0.280490398,2.909269304,0.003622746,0.037095283
ENSG00000006634.3,DBF4,492.7389224,-1.505221217,0.296043342,-5.084462322,3.69E-07,5.70E-05
ENSG00000006638.7,TBXA2R,111.8417913,0.517926969,0.423831503,1.222011494,0.22170328,NA
ENSG00000006652.9,IFRD1,1426.15501,0.348065595,0.262808049,1.32440995,0.185366932,0.432682344
ENSG00000006659.8,LGALS14,0,NA,NA,NA,NA,NA
ENSG00000006695.6,COX10,517.7804228,0.30140692,0.292902783,1.02903399,0.303463703,0.563541205
ENSG00000006704.6,GTF2IRD1,174.9471345,-0.670329341,0.403573751,-1.660983496,0.096716761,0.293849969
ENSG00000006712.10,PAF1,1593.303123,-0.13386936,0.151220433,-0.885259732,0.376016563,0.629460937
ENSG00000006715.11,VPS41,3369.629104,0.448266719,0.209088416,2.143909876,0.032040109,0.151806319
ENSG00000006740.12,ARHGAP44,151.9036514,0.809027698,0.395997861,2.043010272,0.041051421,0.17773829
ENSG00000006744.14,ELAC2,3478.120369,0.162541636,0.186184497,0.873013805,0.382655553,0.635113478
ENSG00000006747.10,SCIN,29.67256372,-0.049412807,0.276643012,-0.178615778,0.858239405,NA
ENSG00000006756.11,ARSD,2865.888097,0.557697463,0.213633488,2.610533901,0.009040101,0.068216568
ENSG00000006757.7,PNPLA4,261.096337,0.438353888,0.333793376,1.313249212,0.189098986,0.437484468
ENSG00000006788.8,MYH13,2.408947522,-0.275978288,0.251731709,-1.096319127,0.272939142,NA
ENSG00000006831.9,ADIPOR2,1636.586476,0.460981074,0.216088394,2.13329862,0.032900237,0.154326532
ENSG00000006837.7,CDKL3,28.83031628,-0.137564825,0.335323058,-0.410245648,0.681625758,NA
ENSG00000007001.8,UPP2,0,NA,NA,NA,NA,NA
ENSG00000007038.6,PRSS21,128.5579896,-0.177797968,0.422832753,-0.42049242,0.674125765,0.844118166
ENSG00000007047.10,MARK4,1501.037675,-0.197345865,0.207018717,-0.953275472,0.340450515,0.598474026
ENSG00000007062.7,PROM1,7688.253517,0.059714927,0.191981947,0.311044493,0.755766798,0.889529279
ENSG00000007080.6,CCDC124,472.9246607,-0.999601014,0.209573886,-4.769683071,1.85E-06,0.000179255
ENSG00000007129.13,CEACAM21,317.1680952,0.405776053,0.345128989,1.175722893,0.239705627,0.499333626
ENSG00000007168.8,PAFAH1B1,3326.362658,0.344715447,0.18492727,1.864059568,0.06231334,0.227341188
ENSG00000007171.12,NOS2,9.581606391,0.089980092,0.283364461,0.31754191,NA,NA
ENSG00000007174.13,DNAH9,0,NA,NA,NA,NA,NA
ENSG00000007202.10,KIAA0100,10013.98917,-0.021055226,0.120717103,-0.174417922,0.861537031,0.942994095
