EnsemblID,GeneSym,baseMean,log2FoldChange,lfcSE,WaldStat,pvalue,padj
ENSG00000207708.1,MIR141,0,NA,NA,NA,NA,NA
ENSG00000207709.2,MIR197,3.271864264,0.27755387,0.252360668,1.099830148,0.271406134,NA
ENSG00000207710.1,MIR20B,0,NA,NA,NA,NA,NA
ENSG00000207711.1,MIR525,0,NA,NA,NA,NA,NA
ENSG00000207712.1,MIR627,0.699782626,0.258755045,0.24560379,1.05354663,0.292090535,NA
ENSG00000207713.1,MIR200C,1.218483452,-0.268478475,0.249311841,-1.076878154,NA,NA
ENSG00000207714.1,MIR584,0,NA,NA,NA,NA,NA
ENSG00000207715.1,AC009065.2,0,NA,NA,NA,NA,NA
ENSG00000207716.1,MIR572,0.251200309,-0.224633264,0.232942892,-0.96432762,0.334881698,NA
ENSG00000207717.1,MIR551B,0,NA,NA,NA,NA,NA
ENSG00000207719.1,MIR623,15.88355354,-0.000541511,0.330390268,-0.001639004,0.998692265,NA
ENSG00000207720.1,MIR555,0,NA,NA,NA,NA,NA
ENSG00000207721.1,MIR186,0,NA,NA,NA,NA,NA
ENSG00000207722.1,MIR520B,0,NA,NA,NA,NA,NA
ENSG00000207725.1,MIR222,8.064854339,0.138682346,0.25354627,0.546970561,0.584398957,NA
ENSG00000207726.1,MIR455,0,NA,NA,NA,NA,NA
ENSG00000207728.1,MIR449B,0,NA,NA,NA,NA,NA
ENSG00000207729.1,MIR556,0,NA,NA,NA,NA,NA
ENSG00000207730.1,MIR200B,0,NA,NA,NA,NA,NA
ENSG00000207731.1,MIR506,0,NA,NA,NA,NA,NA
ENSG00000207732.1,MIR218-1,0,NA,NA,NA,NA,NA
ENSG00000207733.1,MIR637,0,NA,NA,NA,NA,NA
ENSG00000207734.1,MIR517A,0,NA,NA,NA,NA,NA
ENSG00000207735.1,MIR520D,0,NA,NA,NA,NA,NA
ENSG00000207736.1,MIR657,2.619298707,0.27618547,0.251910953,1.096361502,NA,NA
ENSG00000207737.1,MIR181B2,0,NA,NA,NA,NA,NA
ENSG00000207738.1,MIR520C,0,NA,NA,NA,NA,NA
ENSG00000207739.1,MIR218-2,0,NA,NA,NA,NA,NA
ENSG00000207741.1,MIR590,20.97111352,0.077179787,0.362735935,0.212771275,0.83150537,NA
ENSG00000207742.2,MIR382,0,NA,NA,NA,NA,NA
ENSG00000207743.1,MIR495,0,NA,NA,NA,NA,NA
ENSG00000207744.1,MIR10B,0,NA,NA,NA,NA,NA
ENSG00000207746.1,MIR575,1.555072503,0.271630204,0.250224852,1.085544467,0.27768058,NA
ENSG00000207747.1,MIR518D,0,NA,NA,NA,NA,NA
ENSG00000207749.2,MIR299,0,NA,NA,NA,NA,NA
ENSG00000207750.1,MIR553,30.37694021,-0.14642729,0.387336028,-0.378036844,0.705403224,NA
ENSG00000207751.1,MIR130B,0,NA,NA,NA,NA,NA
ENSG00000207752.1,MIR199A1,0,NA,NA,NA,NA,NA
ENSG00000207753.1,MIR452,0,NA,NA,NA,NA,NA
ENSG00000207754.1,MIR487B,0,NA,NA,NA,NA,NA
ENSG00000207755.1,MIR450A2,0,NA,NA,NA,NA,NA
ENSG00000207756.1,MIR580,0,NA,NA,NA,NA,NA
ENSG00000207757.1,MIR93,12.61659341,-0.058411114,0.260205937,-0.224480328,NA,NA
ENSG00000207758.1,MIR532,0.905454339,-0.26325795,0.247512219,-1.063615974,NA,NA
ENSG00000207759.1,MIR181A1,0,NA,NA,NA,NA,NA
ENSG00000207761.1,MIR329-1,0,NA,NA,NA,NA,NA
ENSG00000207762.1,MIR329-2,0,NA,NA,NA,NA,NA
ENSG00000207763.1,MIR617,0,NA,NA,NA,NA,NA
ENSG00000207764.1,MIR133A2,0,NA,NA,NA,NA,NA
ENSG00000207765.1,AL132780.1,0,NA,NA,NA,NA,NA
ENSG00000207766.1,MIR626,0,NA,NA,NA,NA,NA
ENSG00000207767.1,MIR516A1,0,NA,NA,NA,NA,NA
ENSG00000207768.1,MIR188,0,NA,NA,NA,NA,NA
ENSG00000207769.1,MIR586,1.627698009,-0.272046364,0.250321267,-1.086788859,0.277130132,NA
ENSG00000207770.1,MIR568,84.70871478,-0.245270184,0.410908369,-0.596897515,0.550575807,NA
ENSG00000207771.1,MIR550A1,3.66554852,-0.277575936,0.252342417,-1.099997136,0.27133337,NA
ENSG00000207773.1,MIR642A,0,NA,NA,NA,NA,NA
ENSG00000207775.1,MIR548A1,0,NA,NA,NA,NA,NA
ENSG00000207776.1,MIR551A,0,NA,NA,NA,NA,NA
ENSG00000207778.1,MIR122,0,NA,NA,NA,NA,NA
ENSG00000207779.1,MIR15B,0,NA,NA,NA,NA,NA
ENSG00000207780.1,MIR648,18.29125885,-0.005014895,0.294185714,-0.017046699,0.986399361,NA
ENSG00000207781.1,MIR625,0,NA,NA,NA,NA,NA
ENSG00000207782.1,MIR150,0,NA,NA,NA,NA,NA
ENSG00000207783.1,MIR564,0,NA,NA,NA,NA,NA
ENSG00000207784.1,MIR542,0,NA,NA,NA,NA,NA
ENSG00000207785.1,MIR500A,0,NA,NA,NA,NA,NA
ENSG00000207788.1,MIR519C,0,NA,NA,NA,NA,NA
ENSG00000207789.1,MIR26A2,6.580776925,0.178269622,0.25839718,0.689905446,0.490253651,NA
ENSG00000207797.1,MIR187,0,NA,NA,NA,NA,NA
ENSG00000207798.1,MIR216A,0,NA,NA,NA,NA,NA
ENSG00000207799.1,MIR520G,0,NA,NA,NA,NA,NA
ENSG00000207800.1,MIR504,0,NA,NA,NA,NA,NA
ENSG00000207802.1,MIR646,0,NA,NA,NA,NA,NA
ENSG00000207803.1,MIR518A1,0,NA,NA,NA,NA,NA
ENSG00000207804.1,MIR599,0,NA,NA,NA,NA,NA
ENSG00000207805.1,MIR483,0,NA,NA,NA,NA,NA
ENSG00000207806.1,MIR522,0,NA,NA,NA,NA,NA
ENSG00000207807.1,MIR95,0,NA,NA,NA,NA,NA
ENSG00000207808.1,MIR27A,26.81138742,-0.184615963,0.338529974,-0.545345988,0.585515581,NA
ENSG00000207810.1,MIR519E,0,NA,NA,NA,NA,NA
ENSG00000207811.1,MIR34B,0,NA,NA,NA,NA,NA
ENSG00000207812.2,MIR19B2,0,NA,NA,NA,NA,NA
ENSG00000207813.1,MIR605,0,NA,NA,NA,NA,NA
ENSG00000207814.1,MIR147A,0,NA,NA,NA,NA,NA
ENSG00000207815.1,MIR563,0,NA,NA,NA,NA,NA
ENSG00000207816.1,MIR124-2,0,NA,NA,NA,NA,NA
ENSG00000207817.1,MIR614,0,NA,NA,NA,NA,NA
ENSG00000207818.1,MIR105-2,0,NA,NA,NA,NA,NA
ENSG00000207819.1,MIR9-3,0,NA,NA,NA,NA,NA
ENSG00000207820.1,MIR545,0.887522799,0.263688698,0.247681774,1.064626977,NA,NA
ENSG00000207821.1,MIR640,11.71394742,-0.245663972,0.287682308,-0.853941883,0.393137192,NA
ENSG00000207825.1,MIR519B,0,NA,NA,NA,NA,NA
ENSG00000207826.1,MIR596,0,NA,NA,NA,NA,NA
ENSG00000207827.1,MIR30A,0,NA,NA,NA,NA,NA
ENSG00000207830.1,D86994.1,0,NA,NA,NA,NA,NA
ENSG00000207832.1,D87024.1,0,NA,NA,NA,NA,NA
ENSG00000207833.1,D86998.1,0,NA,NA,NA,NA,NA
ENSG00000207834.1,D86994.2,0,NA,NA,NA,NA,NA
ENSG00000207835.1,D87015.1,0,NA,NA,NA,NA,NA
ENSG00000207836.1,MIR650,0,NA,NA,NA,NA,NA
ENSG00000207837.1,MIR517B,0,NA,NA,NA,NA,NA
ENSG00000207838.1,MIR517C,0,NA,NA,NA,NA,NA
ENSG00000207839.1,MIR33B,0.431838247,-0.247619091,0.241305788,-1.026163082,0.30481472,NA
ENSG00000207844.1,AC061975.8,0,NA,NA,NA,NA,NA
ENSG00000207846.1,AL035088.1,0,NA,NA,NA,NA,NA
ENSG00000207849.2,AC108867.1,0,NA,NA,NA,NA,NA
ENSG00000207857.2,AC097639.1,0,NA,NA,NA,NA,NA
ENSG00000207858.1,MIR622,0,NA,NA,NA,NA,NA
ENSG00000207861.1,MIR520H,0,NA,NA,NA,NA,NA
ENSG00000207862.1,MIR518B,0,NA,NA,NA,NA,NA
ENSG00000207863.1,MIR125B2,0.797239841,-0.261910475,0.246674546,-1.061765306,0.288342244,NA
ENSG00000207864.1,MIR27B,4.127781914,0.026566329,0.252941316,0.105029615,0.916352309,NA
ENSG00000207865.1,MIR34A,0.681017664,0.258547847,0.245876196,1.051536713,NA,NA
ENSG00000207866.1,MIR514A2,0,NA,NA,NA,NA,NA
ENSG00000207867.1,MIR514A3,0,NA,NA,NA,NA,NA
ENSG00000207868.1,MIR514A1,0,NA,NA,NA,NA,NA
ENSG00000207869.1,MIR498,0,NA,NA,NA,NA,NA
ENSG00000207870.1,MIR221,6.393385995,0.147355739,0.25330071,0.581742304,0.560740272,NA
ENSG00000207871.2,MIR513B,0,NA,NA,NA,NA,NA
ENSG00000207873.1,MIR513A1,0,NA,NA,NA,NA,NA
ENSG00000207874.1,MIR610,0,NA,NA,NA,NA,NA
ENSG00000207875.1,MIRLET7B,0,NA,NA,NA,NA,NA
ENSG00000207895.1,AL161652.1,0,NA,NA,NA,NA,NA
ENSG00000207922.1,MIR566,0,NA,NA,NA,NA,NA
ENSG00000207923.1,MIR559,0,NA,NA,NA,NA,NA
ENSG00000207924.1,MIR196A2,0,NA,NA,NA,NA,NA
ENSG00000207925.1,MIR516B2,0,NA,NA,NA,NA,NA
ENSG00000207926.1,MIR135A1,2.230109181,-0.275022179,0.251496673,-1.093542015,NA,NA
ENSG00000207927.1,MIR302A,0,NA,NA,NA,NA,NA
ENSG00000207928.1,MIR632,0,NA,NA,NA,NA,NA
ENSG00000207930.1,MIR603,0,NA,NA,NA,NA,NA
ENSG00000207931.1,MIR577,0,NA,NA,NA,NA,NA
ENSG00000207932.1,MIR33A,0,NA,NA,NA,NA,NA
ENSG00000207933.2,MIR9-1,0,NA,NA,NA,NA,NA
ENSG00000207934.1,MIR654,0,NA,NA,NA,NA,NA
ENSG00000207935.1,MIR204,0,NA,NA,NA,NA,NA
ENSG00000207937.1,MIR511-1,0,NA,NA,NA,NA,NA
ENSG00000207938.1,MIR511-2,0,NA,NA,NA,NA,NA
ENSG00000207939.1,MIR223,10.87433403,0.035503396,0.278161347,0.12763598,0.898437056,NA
ENSG00000207940.1,MIR567,0,NA,NA,NA,NA,NA
ENSG00000207941.1,MIR552,0,NA,NA,NA,NA,NA
ENSG00000207942.1,MIR136,2.7815466,0.105197751,0.252283696,0.416981963,NA,NA
ENSG00000207943.1,MIR634,0,NA,NA,NA,NA,NA
ENSG00000207944.1,MIR574,7.384168749,0.280442802,0.253308482,1.107119666,NA,NA
ENSG00000207945.1,MIR658,0,NA,NA,NA,NA,NA
ENSG00000207946.1,MIR516B1,0,NA,NA,NA,NA,NA
ENSG00000207947.1,MIR152,0,NA,NA,NA,NA,NA
ENSG00000207948.1,MIR328,3.307358495,0.170305225,0.252524369,0.67441105,0.500050019,NA
ENSG00000207949.1,MIR214,0,NA,NA,NA,NA,NA
ENSG00000207951.1,MIR561,0,NA,NA,NA,NA,NA
ENSG00000207952.1,MIR624,0,NA,NA,NA,NA,NA
ENSG00000207954.1,MIR138-1,0,NA,NA,NA,NA,NA
ENSG00000207955.2,MIR219-2,7.169013348,-0.280740571,0.253358873,-1.108074754,0.267829533,NA
ENSG00000207956.1,MIR579,0,NA,NA,NA,NA,NA
ENSG00000207957.1,MIR105-1,0,NA,NA,NA,NA,NA
ENSG00000207959.1,MIR656,0,NA,NA,NA,NA,NA
ENSG00000207960.1,MIR153-2,0,NA,NA,NA,NA,NA
ENSG00000207961.1,MIR496,0,NA,NA,NA,NA,NA
ENSG00000207962.1,MIR30C1,0,NA,NA,NA,NA,NA
ENSG00000207963.1,MIR569,0,NA,NA,NA,NA,NA
ENSG00000207964.1,MIR628,0,NA,NA,NA,NA,NA
ENSG00000207965.1,MIR629,0,NA,NA,NA,NA,NA
ENSG00000207967.1,MIR620,1.244058002,0.268885652,0.249258772,1.078740981,0.280703211,NA
ENSG00000207969.1,MIR507,0,NA,NA,NA,NA,NA
ENSG00000207970.1,MIR660,0,NA,NA,NA,NA,NA
ENSG00000207971.1,MIR125B1,0,NA,NA,NA,NA,NA
ENSG00000207972.1,MIR638,0,NA,NA,NA,NA,NA
ENSG00000207973.1,MIR589,0.249945323,-0.228702626,0.23458934,-0.974906302,NA,NA
ENSG00000207974.1,MIR557,0,NA,NA,NA,NA,NA
ENSG00000207975.1,MIR181B1,0,NA,NA,NA,NA,NA
ENSG00000207976.1,MIR607,0,NA,NA,NA,NA,NA
ENSG00000207977.1,MIR524,0,NA,NA,NA,NA,NA
ENSG00000207978.1,MIR154,0,NA,NA,NA,NA,NA
ENSG00000207979.1,MIR527,0,NA,NA,NA,NA,NA
ENSG00000207980.1,MIR23A,32.06255714,-0.300079502,0.387445607,-0.774507431,0.438630775,NA
ENSG00000207981.1,MIR519D,0,NA,NA,NA,NA,NA
ENSG00000207982.1,MIR548B,0,NA,NA,NA,NA,NA
ENSG00000207983.1,MIR613,0,NA,NA,NA,NA,NA
ENSG00000207984.1,MIR513A2,0,NA,NA,NA,NA,NA
ENSG00000207986.1,AC136932.1,0,NA,NA,NA,NA,NA
ENSG00000207987.1,MIR518E,0,NA,NA,NA,NA,NA
ENSG00000207988.1,MIR576,2.051976576,-0.274161195,0.25122849,-1.091282262,NA,NA
ENSG00000207989.1,MIR493,0.764021514,-0.261106493,0.246379689,-1.059772801,0.289247973,NA
ENSG00000207990.1,MIR182,0,NA,NA,NA,NA,NA
ENSG00000207991.1,MIR601,5.327038696,0.063488526,0.267510896,0.237330616,0.812400313,NA
ENSG00000207992.1,MIR519A1,0,NA,NA,NA,NA,NA
ENSG00000207993.2,MIR134,0,NA,NA,NA,NA,NA
ENSG00000207994.1,MIR100,1.418999862,0.270775663,0.250107476,1.082637224,NA,NA
ENSG00000207995.1,MIR325,0,NA,NA,NA,NA,NA
ENSG00000207996.1,MIR301A,0,NA,NA,NA,NA,NA
ENSG00000207997.1,MIR644A,1.551496617,-0.272156693,0.250406347,-1.0868602,0.277098598,NA
ENSG00000208000.1,MIR509-1,0,NA,NA,NA,NA,NA
ENSG00000208001.1,MIR431,0,NA,NA,NA,NA,NA
ENSG00000208002.1,MIR643,0,NA,NA,NA,NA,NA
ENSG00000208003.1,MIR549,0,NA,NA,NA,NA,NA
ENSG00000208004.2,MIR323B,0,NA,NA,NA,NA,NA
ENSG00000208005.1,MIR503,0,NA,NA,NA,NA,NA
ENSG00000208006.1,MIR16-1,0,NA,NA,NA,NA,NA
ENSG00000208008.1,MIR125A,0,NA,NA,NA,NA,NA
ENSG00000208009.1,MIR130A,0,NA,NA,NA,NA,NA
ENSG00000208012.1,MIRLET7F2,1.418999862,0.270775663,0.250107476,1.082637224,NA,NA
ENSG00000208013.1,MIR652,0,NA,NA,NA,NA,NA
ENSG00000208014.1,MIR653,0,NA,NA,NA,NA,NA
ENSG00000208015.1,MIR362,0,NA,NA,NA,NA,NA
ENSG00000208016.1,MIR523,0,NA,NA,NA,NA,NA
ENSG00000208017.1,MIR140,1.570001932,-0.271337548,0.250281585,-1.084129092,NA,NA
ENSG00000208018.1,MIR645,29.50460783,-0.648141032,0.368503171,-1.758847907,0.078603345,NA
ENSG00000208022.1,MIR618,0,NA,NA,NA,NA,NA
ENSG00000208023.1,MIR185,0,NA,NA,NA,NA,NA
ENSG00000208024.1,MIR199A2,0,NA,NA,NA,NA,NA
ENSG00000208025.1,MIR591,1.483990565,0.271106537,0.250218956,1.083477209,NA,NA
ENSG00000208027.2,MIR485,0,NA,NA,NA,NA,NA
ENSG00000208028.1,MIR616,92.09112603,-0.503486517,0.403251963,-1.248565569,NA,NA
ENSG00000208032.1,MIR548A3,2.828978921,0.276685138,0.252075465,1.097628196,NA,NA
ENSG00000208033.1,MIR609,0,NA,NA,NA,NA,NA
ENSG00000208034.1,MIR92A2,0,NA,NA,NA,NA,NA
ENSG00000208035.1,MIR143,0,NA,NA,NA,NA,NA
ENSG00000208036.1,MIR106B,2.585865565,-0.049266032,0.252201773,-0.195343719,NA,NA
ENSG00000208037.1,MIR320A,0.052999663,0.088411339,0.215030263,0.411157654,0.680956936,NA
ENSG00000208038.1,MIR492,0,NA,NA,NA,NA,NA
ENSG00000208308.1,SNORA40,13.16063551,0.160294138,0.288515955,0.555581538,0.578496955,NA
ENSG00000208317.1,SNORD78,11.16720477,0.041355329,0.274251573,0.150793405,NA,NA
ENSG00000208772.1,SNORD94,35.63626359,-0.022151372,0.372787501,-0.059420908,0.95261686,NA
ENSG00000208797.1,SNORD73A,0,NA,NA,NA,NA,NA
ENSG00000208839.1,SNORA35,0,NA,NA,NA,NA,NA
ENSG00000208883.1,SNORD96B,0,NA,NA,NA,NA,NA
ENSG00000208892.1,SNORA49,35.18944966,-0.320504888,0.410066837,-0.781591827,0.434454492,NA
ENSG00000209042.1,SNORD12C,300.3859117,0.344421836,0.419752509,0.820535503,0.411910899,0.661838793
ENSG00000209480.1,SNORD83B,0,NA,NA,NA,NA,NA
ENSG00000209482.1,SNORD83A,37.21909874,0.383752519,0.364227411,1.053606916,0.292062922,NA
ENSG00000209582.1,SNORA48,0,NA,NA,NA,NA,NA
ENSG00000209645.1,SNORD105,1.115814201,0.267756248,0.24909275,1.074925898,NA,NA
ENSG00000209702.1,SNORD41,1.738314798,-0.272617384,0.250712116,-1.087372196,0.276872354,NA
ENSG00000210181.1,RNU6ATAC4P,0,NA,NA,NA,NA,NA
ENSG00000210678.1,RNU6ATAC2P,0,NA,NA,NA,NA,NA
ENSG00000210709.1,RNU6ATAC3P,0,NA,NA,NA,NA,NA
ENSG00000210741.1,MIR196A1,0,NA,NA,NA,NA,NA
ENSG00000210825.1,SNORA40,0,NA,NA,NA,NA,NA
ENSG00000210839.1,RNU6ATAC5P,0,NA,NA,NA,NA,NA
ENSG00000210841.1,RNU6ATAC26P,1.57687971,0.01426022,0.250842742,0.056849241,NA,NA
ENSG00000211137.1,MIR190A,0,NA,NA,NA,NA,NA
ENSG00000211445.7,GPX3,11.51060812,0.29470349,0.346935268,0.849448059,0.395632021,NA
ENSG00000211448.7,DIO2,0,NA,NA,NA,NA,NA
ENSG00000211450.5,C11orf31,272.4966092,-0.371909572,0.382806579,-0.971533909,0.331282476,0.590839858
ENSG00000211451.7,GNRHR2,19.86371495,0.089985399,0.366735055,0.245368959,0.806170762,NA
ENSG00000211452.6,DIO1,1.568806316,-0.008411004,0.250955138,-0.033515968,NA,NA
ENSG00000211454.9,AKR7L,25.54397616,-0.652633236,0.348654592,-1.871861867,0.061225716,NA
ENSG00000211455.3,STK38L,663.1782796,-0.13270218,0.280282467,-0.473458729,0.635885939,0.81943572
ENSG00000211456.6,SACM1L,1400.55389,0.168913835,0.175810509,0.960772118,0.336666761,0.595257028
ENSG00000211460.7,TSN,1473.635435,0.196531411,0.215413621,0.912344402,0.361587447,0.616723802
ENSG00000211482.1,AC092574.1,0,NA,NA,NA,NA,NA
ENSG00000211483.2,AC018450.1,0,NA,NA,NA,NA,NA
ENSG00000211491.2,MIR320D1,12.09586889,0.216442513,0.340714891,0.635259918,0.52525891,NA
ENSG00000211495.1,AL009174.1,0,NA,NA,NA,NA,NA
ENSG00000211498.1,AC093311.1,0,NA,NA,NA,NA,NA
ENSG00000211499.1,AC110056.1,0,NA,NA,NA,NA,NA
ENSG00000211508.1,AL359538.1,0,NA,NA,NA,NA,NA
ENSG00000211510.2,AL590726.1,0,NA,NA,NA,NA,NA
ENSG00000211513.3,MIR320E,9.863024314,-0.110731181,0.26504955,-0.417775398,0.67611134,NA
ENSG00000211514.1,MIR454,0,NA,NA,NA,NA,NA
ENSG00000211515.1,AC079005.1,0,NA,NA,NA,NA,NA
ENSG00000211517.1,MIR671,0,NA,NA,NA,NA,NA
ENSG00000211518.1,AC006988.1,0.058972579,-0.134771774,0.216692674,-0.621948917,0.533975458,NA
ENSG00000211519.1,MIR147B,0,NA,NA,NA,NA,NA
ENSG00000211520.2,MIR216B,0,NA,NA,NA,NA,NA
ENSG00000211524.2,MIR718,0,NA,NA,NA,NA,NA
ENSG00000211525.2,BX323860.1,0,NA,NA,NA,NA,NA
ENSG00000211526.1,AL121869.1,0,NA,NA,NA,NA,NA
ENSG00000211528.2,AP001525.1,0,NA,NA,NA,NA,NA
ENSG00000211530.1,AL354933.1,0,NA,NA,NA,NA,NA
ENSG00000211532.1,MIR526A2,0,NA,NA,NA,NA,NA
ENSG00000211534.2,AL121588.1,0,NA,NA,NA,NA,NA
ENSG00000211535.1,MIR711,0,NA,NA,NA,NA,NA
ENSG00000211538.1,MIR501,0,NA,NA,NA,NA,NA
ENSG00000211542.1,AC007436.1,0,NA,NA,NA,NA,NA
ENSG00000211543.2,MIR320B1,0,NA,NA,NA,NA,NA
ENSG00000211544.1,AC069286.1,0,NA,NA,NA,NA,NA
ENSG00000211553.1,AC118278.1,11.39941401,0.403446438,0.301640784,1.337506265,0.181057439,NA
ENSG00000211554.2,AC096645.1,0,NA,NA,NA,NA,NA
ENSG00000211556.2,AL157702.1,0,NA,NA,NA,NA,NA
ENSG00000211562.2,AC103686.1,0,NA,NA,NA,NA,NA
ENSG00000211563.2,MIR338,0,NA,NA,NA,NA,NA
ENSG00000211566.2,AC114788.1,0,NA,NA,NA,NA,NA
ENSG00000211568.1,MIR670,0,NA,NA,NA,NA,NA
ENSG00000211571.1,AC010525.2,0,NA,NA,NA,NA,NA
ENSG00000211573.2,AC125238.1,0,NA,NA,NA,NA,NA
ENSG00000211574.1,MIR770,8.574776909,0.145498966,0.253557511,0.573830234,0.566082687,NA
ENSG00000211575.1,MIR760,1.399720245,0.270288158,0.249966232,1.081298688,NA,NA
ENSG00000211577.1,AC090673.1,2.636150306,-0.091567132,0.252047209,-0.363293576,NA,NA
ENSG00000211578.1,MIR766,58.57915279,0.417912191,0.429202325,0.973695078,0.330207962,NA
ENSG00000211579.1,MIR759,0,NA,NA,NA,NA,NA
ENSG00000211580.1,MIR769,0,NA,NA,NA,NA,NA
ENSG00000211581.1,MIR765,4.047527831,0.278626344,0.252711321,1.102547933,0.270223532,NA
ENSG00000211582.1,MIR758,2.693203821,0.2764287,0.251991083,1.096978105,NA,NA
ENSG00000211583.1,MIR767,0,NA,NA,NA,NA,NA
ENSG00000211584.9,SLC48A1,1524.47132,0.542636183,0.216514875,2.506230499,0.012202604,0.082774992
ENSG00000211588.1,AL023913.1,0,NA,NA,NA,NA,NA
ENSG00000211590.1,MIR802,0,NA,NA,NA,NA,NA
ENSG00000211591.1,MIR762,2.42227249,-0.275417758,0.251646485,-1.094462963,0.273751983,NA
ENSG00000211592.2,IGKC,0,NA,NA,NA,NA,NA
ENSG00000211593.2,IGKJ5,0,NA,NA,NA,NA,NA
ENSG00000211594.2,IGKJ4,0,NA,NA,NA,NA,NA
ENSG00000211595.2,IGKJ3,0,NA,NA,NA,NA,NA
ENSG00000211596.2,IGKJ2,0,NA,NA,NA,NA,NA
ENSG00000211597.2,IGKJ1,0,NA,NA,NA,NA,NA
ENSG00000211598.2,IGKV4-1,0,NA,NA,NA,NA,NA
ENSG00000211599.2,IGKV5-2,0,NA,NA,NA,NA,NA
ENSG00000211611.2,IGKV6-21,0,NA,NA,NA,NA,NA
ENSG00000211619.2,IGKV2-40,0,NA,NA,NA,NA,NA
ENSG00000211623.2,IGKV2D-26,0,NA,NA,NA,NA,NA
ENSG00000211625.2,IGKV3D-20,0,NA,NA,NA,NA,NA
ENSG00000211626.2,IGKV6D-41,0,NA,NA,NA,NA,NA
ENSG00000211630.2,IGKV1D-13,0,NA,NA,NA,NA,NA
ENSG00000211632.2,IGKV3D-11,0,NA,NA,NA,NA,NA
ENSG00000211633.2,IGKV1D-42,0,NA,NA,NA,NA,NA
ENSG00000211637.2,IGLV4-69,0,NA,NA,NA,NA,NA
ENSG00000211638.2,IGLV8-61,0,NA,NA,NA,NA,NA
ENSG00000211639.2,IGLV4-60,3.290020862,0.27708133,0.252220789,1.098566582,NA,NA
ENSG00000211640.3,IGLV6-57,0,NA,NA,NA,NA,NA
ENSG00000211641.2,IGLV11-55,0,NA,NA,NA,NA,NA
ENSG00000211642.2,IGLV10-54,0,NA,NA,NA,NA,NA
ENSG00000211643.2,IGLV5-52,2.879253107,0.276215886,0.25193821,1.09636361,NA,NA
ENSG00000211644.2,IGLV1-51,2.340905309,-0.13512278,0.251827789,-0.536568184,NA,NA
ENSG00000211645.2,IGLV1-50,2.91296508,0.27631808,0.251971634,1.096623756,NA,NA
ENSG00000211647.1,IGLV5-48,0,NA,NA,NA,NA,NA
ENSG00000211648.2,IGLV1-47,0,NA,NA,NA,NA,NA
ENSG00000211649.2,IGLV7-46,0,NA,NA,NA,NA,NA
ENSG00000211650.2,IGLV5-45,0,NA,NA,NA,NA,NA
ENSG00000211651.2,IGLV1-44,0,NA,NA,NA,NA,NA
ENSG00000211652.2,IGLV7-43,0,NA,NA,NA,NA,NA
ENSG00000211653.2,IGLV1-40,0,NA,NA,NA,NA,NA
ENSG00000211654.2,IGLV5-37,0,NA,NA,NA,NA,NA
ENSG00000211655.2,IGLV1-36,0,NA,NA,NA,NA,NA
ENSG00000211656.2,IGLV2-33,0,NA,NA,NA,NA,NA
ENSG00000211657.2,IGLV3-32,0,NA,NA,NA,NA,NA
ENSG00000211658.2,IGLV3-27,0,NA,NA,NA,NA,NA
ENSG00000211659.2,IGLV3-25,0,NA,NA,NA,NA,NA
ENSG00000211660.3,IGLV2-23,0,NA,NA,NA,NA,NA
ENSG00000211661.2,IGLV3-22,0,NA,NA,NA,NA,NA
ENSG00000211662.2,IGLV3-21,0,NA,NA,NA,NA,NA
ENSG00000211663.2,IGLV3-19,0,NA,NA,NA,NA,NA
ENSG00000211664.2,IGLV2-18,0,NA,NA,NA,NA,NA
ENSG00000211665.2,IGLV3-16,0,NA,NA,NA,NA,NA
ENSG00000211666.2,IGLV2-14,0,NA,NA,NA,NA,NA
ENSG00000211667.2,IGLV3-12,0,NA,NA,NA,NA,NA
ENSG00000211668.2,IGLV2-11,0,NA,NA,NA,NA,NA
ENSG00000211669.2,IGLV3-10,0,NA,NA,NA,NA,NA
ENSG00000211670.2,IGLV3-9,0,NA,NA,NA,NA,NA
ENSG00000211671.2,IGLV2-8,0,NA,NA,NA,NA,NA
ENSG00000211672.2,IGLV4-3,0,NA,NA,NA,NA,NA
ENSG00000211673.2,IGLV3-1,0,NA,NA,NA,NA,NA
ENSG00000211674.2,IGLJ1,0,NA,NA,NA,NA,NA
ENSG00000211675.2,IGLC1,0,NA,NA,NA,NA,NA
ENSG00000211676.2,IGLJ2,0,NA,NA,NA,NA,NA
ENSG00000211677.2,IGLC2,0,NA,NA,NA,NA,NA
ENSG00000211678.2,IGLJ3,0,NA,NA,NA,NA,NA
ENSG00000211679.2,IGLC3,0,NA,NA,NA,NA,NA
ENSG00000211680.2,IGLJ4,0,NA,NA,NA,NA,NA
ENSG00000211681.2,IGLJ5,0,NA,NA,NA,NA,NA
ENSG00000211682.2,IGLJ6,0,NA,NA,NA,NA,NA
ENSG00000211683.3,KB-1572G7.3,18.61725242,0.231888243,0.288725052,0.803145558,0.421890608,NA
ENSG00000211684.2,IGLJ7,0,NA,NA,NA,NA,NA
ENSG00000211685.2,IGLC7,0,NA,NA,NA,NA,NA
ENSG00000211687.1,TRGJ2,0,NA,NA,NA,NA,NA
ENSG00000211688.1,TRGJP2,0,NA,NA,NA,NA,NA
ENSG00000211689.2,TRGC1,1.040968434,-0.267768303,0.248907898,-1.075772623,0.282028959,NA
ENSG00000211690.1,TRGJ1,0,NA,NA,NA,NA,NA
